week_start,site_id,equipment_type,current_demand,target_next_week_demand,demand_lag_1,demand_lag_2,demand_lag_4,demand_rolling_mean_4,demand_rolling_max_4,demand_rolling_std_4,demand_trend_4,weeks_since_last_positive_demand,year,month,quarter,week_of_year,site_total_active_units,site_active_equipment_type_count,active_excavator_count,active_bulldozer_count,active_grader_count,active_crane_count,active_loader_count,active_roller_count,rental_starts_current_week,rental_ends_current_week,rental_starts_previous_2_weeks,rental_ends_previous_2_weeks,data_split,association_matching_rule_count,association_max_support,association_max_confidence,association_max_lift,association_mean_confidence,association_mean_lift,transition_recent_start_trigger_count,transition_max_start_probability,transition_mean_start_probability,transition_recent_end_trigger_count,transition_max_end_probability,transition_mean_end_probability
2024-05-13,S001,Bulldozer,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2024,5,2,20,6,5,2,0,1,1,1,1,0,0,0,0,train,9,0.19,0.6716417910447761,1.2951770075243616,0.6313428268067777,1.2174655062389652,5,0.5368421052631579,0.4741343263674813,2,0.4576271186440678,0.4086916081025217
2024-05-20,S001,Bulldozer,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2024,5,2,21,5,3,2,0,1,0,2,0,0,0,0,0,train,3,0.19,0.6283185840707964,1.2116336331943733,0.6210656152965908,1.197647192031993,3,0.5368421052631579,0.4473420826285747,5,0.483695652173913,0.4282835754392452
2024-05-27,S001,Bulldozer,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2024,5,2,22,5,3,0,0,0,2,2,1,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,4,0.4918032786885246,0.45606989858813435,4,0.483695652173913,0.4274998933179711
2024-06-03,S001,Bulldozer,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2024,6,2,23,6,3,0,0,0,3,2,1,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,5,0.4918032786885246,0.46321657460821236,1,0.38596491228070173,0.38596491228070173
2024-06-10,S001,Bulldozer,2,2,0.0,0.0,0.0,0.5,2.0,1.0,2.0,0,2024,6,2,24,8,4,0,2,0,3,2,1,2,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,2,0.4918032786885246,0.4614188807235726,3,0.4576271186440678,0.40985231440182374
2024-06-17,S001,Bulldozer,2,1,2.0,0.0,0.0,1.0,2.0,1.1547005383792517,2.0,0,2024,6,2,25,6,4,1,2,0,2,0,1,0,1,2,0,train,0,0.0,0.0,0.0,0.0,0.0,1,0.5368421052631579,0.5368421052631579,6,0.4576271186440678,0.4174278796757638
2024-06-24,S001,Bulldozer,1,0,2.0,2.0,0.0,1.25,2.0,0.9574271077563382,1.0,0,2024,6,2,26,6,5,1,1,2,0,1,1,0,1,2,1,train,6,0.19,0.6716417910447761,1.2951770075243616,0.632268427793185,1.2192504117223952,5,0.5368421052631579,0.4251628923933074,4,0.483695652173913,0.43967649675575604
2024-07-01,S001,Bulldozer,0,0,1.0,2.0,0.0,1.25,2.0,0.9574271077563382,0.0,1,2024,7,3,27,5,4,1,0,2,0,1,1,0,0,0,2,train,6,0.19,0.6716417910447761,1.2951770075243616,0.632268427793185,1.2192504117223952,5,0.5368421052631579,0.4251628923933074,5,0.483695652173913,0.38854067506046075
2024-07-08,S001,Bulldozer,0,1,0.0,1.0,2.0,0.75,2.0,0.9574271077563382,-2.0,2,2024,7,3,28,1,1,1,0,0,0,0,0,0,0,0,1,train,0,0.0,0.0,0.0,0.0,0.0,1,0.5368421052631579,0.5368421052631579,5,0.483695652173913,0.38854067506046075
2024-07-15,S001,Bulldozer,1,1,0.0,0.0,2.0,0.5,1.0,0.5773502691896258,-1.0,0,2024,7,3,29,1,1,0,1,0,0,0,0,1,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.483695652173913,0.483695652173913
2024-07-22,S001,Bulldozer,1,2,1.0,0.0,1.0,0.5,1.0,0.5773502691896258,0.0,0,2024,7,3,30,1,1,0,1,0,0,0,0,0,0,1,0,train,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-07-29,S001,Bulldozer,2,2,1.0,1.0,0.0,1.0,2.0,0.8164965809277263,2.0,0,2024,7,3,31,2,1,0,2,0,0,0,0,1,0,1,0,train,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-08-05,S001,Bulldozer,2,2,2.0,1.0,0.0,1.5,2.0,0.5773502691896261,2.0,0,2024,8,3,32,3,2,1,2,0,0,0,0,0,0,1,0,train,0,0.0,0.0,0.0,0.0,0.0,1,0.5368421052631579,0.5368421052631579,0,0.0,0.0
2024-08-12,S001,Bulldozer,2,2,2.0,2.0,1.0,1.75,2.0,0.5000000000000002,1.0,0,2024,8,3,33,5,4,1,2,1,1,0,0,0,0,1,0,train,3,0.19,0.6578947368421052,1.26866753661012,0.633925636310228,1.2224461306257839,3,0.5368421052631579,0.46759834793854277,1,0.483695652173913,0.483695652173913
2024-08-19,S001,Bulldozer,2,0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0,2024,8,3,34,6,4,2,2,1,1,0,0,0,2,0,0,train,3,0.19,0.6578947368421052,1.26866753661012,0.633925636310228,1.2224461306257839,4,0.5368421052631579,0.4849092872696965,1,0.483695652173913,0.483695652173913
2024-08-26,S001,Bulldozer,0,0,2.0,2.0,2.0,1.5,2.0,1.0,-2.0,1,2024,8,3,35,5,4,2,0,1,1,0,1,0,0,0,2,train,4,0.19,0.6578947368421052,1.26866753661012,0.6296108938993377,1.214125690714976,3,0.5368421052631579,0.49444092158106107,2,0.4576271186440678,0.40713523764371223
2024-09-02,S001,Bulldozer,0,0,0.0,2.0,2.0,1.0,2.0,1.1547005383792517,-2.0,2,2024,9,3,36,3,2,2,0,0,0,0,1,0,0,0,2,train,0,0.0,0.0,0.0,0.0,0.0,1,0.40963855421686746,0.40963855421686746,5,0.483695652173913,0.4282835754392452
2024-09-09,S001,Bulldozer,0,0,0.0,0.0,2.0,0.5,2.0,1.0,-2.0,3,2024,9,3,37,3,3,1,0,1,0,0,1,0,0,0,0,train,2,0.19,0.6244131455399061,1.2041024845122157,0.6205399061032864,1.1966334277473842,3,0.5368421052631579,0.44021010644799036,3,0.483695652173913,0.4423824673029339
2024-09-16,S001,Bulldozer,0,1,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,4,2024,9,3,38,3,3,1,0,1,0,0,1,0,0,0,0,train,2,0.19,0.6244131455399061,1.2041024845122157,0.6205399061032864,1.1966334277473842,3,0.5368421052631579,0.44021010644799036,1,0.35664335664335667,0.35664335664335667
2024-09-23,S001,Bulldozer,1,1,0.0,0.0,0.0,0.25,1.0,0.5,1.0,0,2024,9,3,39,3,3,1,1,0,0,0,1,1,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.483695652173913,0.4201695044086349
2024-09-30,S001,Bulldozer,1,0,1.0,0.0,0.0,0.5,1.0,0.5773502691896257,1.0,0,2024,9,3,40,4,4,1,1,1,0,0,1,0,1,1,0,train,2,0.19,0.6244131455399061,1.2041024845122157,0.6205399061032864,1.1966334277473842,2,0.5368421052631579,0.4554958825635518,2,0.483695652173913,0.4217258748674443
2024-10-07,S001,Bulldozer,0,1,1.0,1.0,0.0,0.5,1.0,0.5773502691896257,0.0,1,2024,10,4,41,2,2,1,0,1,0,0,0,0,0,1,1,train,1,0.19,0.6244131455399061,1.2041024845122157,0.6244131455399061,1.2041024845122157,2,0.5368421052631579,0.4554958825635518,3,0.483695652173913,0.40003170212608175
2024-10-14,S001,Bulldozer,1,2,0.0,1.0,0.0,0.75,1.0,0.5,1.0,0,2024,10,4,42,2,2,1,1,0,0,0,0,1,0,0,1,train,0,0.0,0.0,0.0,0.0,0.0,1,0.5368421052631579,0.5368421052631579,2,0.483695652173913,0.4201695044086349
2024-10-21,S001,Bulldozer,2,2,1.0,0.0,1.0,1.0,2.0,0.816496580927726,1.0,0,2024,10,4,43,6,4,2,2,1,0,0,1,1,0,1,0,train,2,0.19,0.6244131455399061,1.2041024845122157,0.6205399061032864,1.1966334277473842,4,0.5368421052631579,0.4643681061517822,0,0.0,0.0
2024-10-28,S001,Bulldozer,2,2,2.0,1.0,1.0,1.25,2.0,0.957427107756338,1.0,0,2024,10,4,44,7,4,2,2,2,0,0,1,0,0,2,0,train,2,0.19,0.6244131455399061,1.2041024845122157,0.6205399061032864,1.1966334277473842,4,0.5368421052631579,0.42369499480197914,1,0.483695652173913,0.483695652173913
2024-11-04,S001,Bulldozer,2,0,2.0,2.0,0.0,1.75,2.0,0.4999999999999999,2.0,0,2024,11,4,45,7,5,1,2,2,0,1,1,0,2,1,0,train,6,0.19,0.6716417910447761,1.2951770075243616,0.632268427793185,1.2192504117223952,2,0.43103448275862066,0.40259207131128316,2,0.483695652173913,0.4217258748674443
2024-11-11,S001,Bulldozer,0,0,2.0,2.0,1.0,1.5,2.0,1.0,-1.0,1,2024,11,4,46,6,4,1,0,2,0,2,1,0,0,0,2,train,6,0.19,0.6716417910447761,1.2951770075243616,0.632268427793185,1.2192504117223952,3,0.43103448275862066,0.42390250657803624,4,0.483695652173913,0.38918461575540053
2024-11-18,S001,Bulldozer,0,0,0.0,2.0,2.0,1.0,2.0,1.1547005383792517,-2.0,2,2024,11,4,47,4,3,1,0,0,0,2,1,0,0,0,2,train,0,0.0,0.0,0.0,0.0,0.0,3,0.5368421052631579,0.45917171407954865,5,0.483695652173913,0.38854067506046075
2024-11-25,S001,Bulldozer,0,0,0.0,0.0,2.0,0.5,2.0,1.0,-2.0,3,2024,11,4,48,2,2,1,0,0,0,1,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,1,0.5368421052631579,0.5368421052631579,3,0.38596491228070173,0.37722864070745965
2024-12-02,S001,Bulldozer,0,0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,4,2024,12,4,49,2,2,1,0,0,0,1,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,1,0.43103448275862066,0.43103448275862066,2,0.483695652173913,0.43483028222730735
2024-12-09,S001,Bulldozer,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2024,12,4,50,2,2,0,0,0,1,1,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,2,0.4918032786885246,0.4614188807235726,2,0.483695652173913,0.43483028222730735
2024-12-16,S001,Bulldozer,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2024,12,4,51,1,1,0,0,0,1,0,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,1,0.4918032786885246,0.4918032786885246,2,0.4576271186440678,0.42179601546238477
2024-12-23,S001,Bulldozer,1,1,0.0,0.0,0.0,0.25,1.0,0.5,1.0,0,2024,12,4,52,2,2,0,1,0,1,0,0,1,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,1,0.4918032786885246,0.4918032786885246,1,0.4576271186440678,0.4576271186440678
2024-12-30,S001,Bulldozer,1,1,1.0,0.0,0.0,0.5,1.0,0.5773502691896257,1.0,0,2024,12,4,1,4,3,0,1,0,1,2,0,0,0,1,0,train,0,0.0,0.0,0.0,0.0,0.0,3,0.4918032786885246,0.4512907480685886,0,0.0,0.0
2025-01-06,S001,Bulldozer,1,3,1.0,1.0,0.0,0.75,1.0,0.5,1.0,0,2025,1,1,2,6,4,2,1,0,1,2,0,0,0,1,0,train,0,0.0,0.0,0.0,0.0,0.0,4,0.5368421052631579,0.4839382940108893,2,0.4576271186440678,0.42179601546238477
2025-01-13,S001,Bulldozer,3,3,1.0,1.0,0.0,1.5,3.0,1.0,3.0,0,2025,1,1,3,6,3,2,3,0,0,1,0,2,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,2,0.5368421052631579,0.5368421052631579,3,0.4576271186440678,0.40985231440182374
2025-01-20,S001,Bulldozer,3,1,3.0,1.0,1.0,2.0,3.0,1.1547005383792517,2.0,0,2025,1,1,4,6,3,2,3,1,0,0,0,0,2,2,0,train,1,0.19,0.6244131455399061,1.2041024845122157,0.6244131455399061,1.2041024845122157,1,0.3741496598639456,0.3741496598639456,3,0.483695652173913,0.45111873887617593
2025-01-27,S001,Bulldozer,1,0,3.0,3.0,1.0,2.0,3.0,1.1547005383792517,0.0,0,2025,1,1,5,3,3,1,1,1,0,0,0,0,1,2,2,train,1,0.19,0.6244131455399061,1.2041024845122157,0.6244131455399061,1.2041024845122157,2,0.5368421052631579,0.4554958825635518,3,0.483695652173913,0.4413448869970609
2025-02-03,S001,Bulldozer,0,1,1.0,3.0,1.0,1.75,3.0,1.5,-1.0,1,2025,2,1,6,3,2,2,0,0,0,0,1,0,0,0,3,train,0,0.0,0.0,0.0,0.0,0.0,3,0.5368421052631579,0.49444092158106107,1,0.35664335664335667,0.35664335664335667
2025-02-10,S001,Bulldozer,1,1,0.0,1.0,3.0,1.25,3.0,1.2583057392117916,-2.0,0,2025,2,1,7,4,3,2,1,0,0,0,1,1,0,0,1,train,0,0.0,0.0,0.0,0.0,0.0,2,0.5368421052631579,0.4732403297400127,3,0.483695652173913,0.4423824673029339
2025-02-17,S001,Bulldozer,1,0,1.0,0.0,3.0,0.75,1.0,0.4999999999999995,-2.0,0,2025,2,1,8,1,1,0,1,0,0,0,0,0,1,1,0,train,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,0.483695652173913,0.4423824673029339
2025-02-24,S001,Bulldozer,0,0,1.0,1.0,1.0,0.5,1.0,0.5773502691896253,-1.0,1,2025,2,1,9,0,0,0,0,0,0,0,0,0,0,1,1,train,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2025-03-03,S001,Bulldozer,0,0,0.0,1.0,0.0,0.5,1.0,0.5773502691896253,0.0,2,2025,3,1,10,0,0,0,0,0,0,0,0,0,0,0,1,train,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2025-03-10,S001,Bulldozer,0,1,0.0,0.0,1.0,0.25,1.0,0.4999999999999995,-1.0,3,2025,3,1,11,2,2,1,0,0,0,1,0,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,2,0.5368421052631579,0.4839382940108893,0,0.0,0.0
2025-03-17,S001,Bulldozer,1,2,0.0,0.0,1.0,0.25,1.0,0.5,0.0,0,2025,3,1,12,3,3,1,1,0,0,1,0,1,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,2,0.5368421052631579,0.4839382940108893,1,0.38596491228070173,0.38596491228070173
2025-03-24,S001,Bulldozer,2,2,1.0,0.0,0.0,0.75,2.0,0.957427107756338,2.0,0,2025,3,1,13,5,4,1,2,1,0,1,0,1,0,1,0,train,3,0.19,0.6283185840707964,1.2116336331943733,0.6210656152965908,1.197647192031993,2,0.43103448275862066,0.40259207131128316,1,0.38596491228070173,0.38596491228070173
2025-03-31,S001,Bulldozer,2,0,2.0,1.0,0.0,1.25,2.0,0.957427107756338,2.0,0,2025,3,1,14,5,4,1,2,1,0,1,0,0,2,2,0,train,3,0.19,0.6283185840707964,1.2116336331943733,0.6210656152965908,1.197647192031993,2,0.43103448275862066,0.40259207131128316,1,0.38596491228070173,0.38596491228070173
2025-04-07,S001,Bulldozer,0,0,2.0,2.0,0.0,1.25,2.0,0.957427107756338,0.0,1,2025,4,2,15,2,2,1,0,1,0,0,0,0,0,1,2,train,1,0.19,0.6244131455399061,1.2041024845122157,0.6244131455399061,1.2041024845122157,0,0.0,0.0,2,0.38596491228070173,0.3713041344620292
2025-04-14,S001,Bulldozer,0,0,0.0,2.0,1.0,1.0,2.0,1.1547005383792517,-1.0,2,2025,4,2,16,2,1,2,0,0,0,0,0,0,0,0,2,train,0,0.0,0.0,0.0,0.0,0.0,1,0.5368421052631579,0.5368421052631579,1,0.35664335664335667,0.35664335664335667
2025-04-21,S001,Bulldozer,0,2,0.0,0.0,2.0,0.5,2.0,1.0,-2.0,3,2025,4,2,17,6,4,3,0,0,1,1,1,0,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,5,0.5368421052631579,0.4812321052380657,0,0.0,0.0
2025-04-28,S001,Bulldozer,2,2,0.0,0.0,2.0,0.5,2.0,1.0,0.0,0,2025,4,2,18,9,5,3,2,0,1,2,1,2,0,0,0,train,0,0.0,0.0,0.0,0.0,0.0,5,0.5368421052631579,0.46007058073715823,3,0.483695652173913,0.43369295612631875
2025-05-05,S001,Bulldozer,2,0,2.0,0.0,0.0,1.0,2.0,1.1547005383792517,2.0,0,2025,5,2,19,9,4,4,2,1,0,2,0,0,2,2,0,train,3,0.19,0.6283185840707964,1.2116336331943733,0.6210656152965908,1.197647192031993,4,0.5368421052631579,0.46971708828722053,4,0.483695652173913,0.4217609451649146
2025-05-12,S001,Bulldozer,0,1,2.0,2.0,0.0,1.0,2.0,1.1547005383792517,0.0,1,2025,5,2,20,10,4,5,0,2,0,1,2,0,0,2,2,train,6,0.19,0.6716417910447761,1.2951770075243616,0.632268427793185,1.2192504117223952,7,0.5368421052631579,0.4540146777073,2,0.38596491228070173,0.38596491228070173
2025-05-19,S001,Bulldozer,1,2,0.0,2.0,0.0,1.25,2.0,0.9574271077563382,1.0,0,2025,5,2,21,12,6,5,1,2,1,1,2,1,0,0,2,validation,9,0.19,0.6716417910447761,1.2951770075243616,0.6313428268067777,1.2174655062389652,6,0.5368421052631579,0.44218443916799727,8,0.483695652173913,0.44049442103402725
2025-05-26,S001,Bulldozer,2,2,1.0,0.0,2.0,1.25,2.0,0.9574271077563382,0.0,0,2025,5,2,22,8,5,0,2,3,1,1,1,1,0,1,0,validation,4,0.15,0.6421052631578948,1.2382195157314777,0.6207876292741871,1.197111130831766,4,0.4918032786885246,0.42665649388198956,9,0.483695652173913,0.44239805410180955
2025-06-02,S001,Bulldozer,2,1,2.0,1.0,2.0,1.25,2.0,0.9574271077563382,0.0,0,2025,6,2,23,6,3,0,2,3,0,0,1,0,1,2,0,validation,0,0.0,0.0,0.0,0.0,0.0,2,0.40963855421686746,0.3918941070404065,5,0.4576271186440678,0.3833269683544917
2025-06-09,S001,Bulldozer,1,2,2.0,2.0,0.0,1.5,2.0,0.5773502691896258,1.0,0,2025,6,2,24,4,4,0,1,1,1,1,0,0,1,1,1,validation,3,0.15,0.6194690265486726,1.194568370755016,0.6136817513129512,1.183408335865195,2,0.4918032786885246,0.4614188807235726,4,0.3597560975609756,0.35742154187276143
2025-06-16,S001,Bulldozer,2,2,1.0,2.0,1.0,1.75,2.0,0.5000000000000001,1.0,0,2025,6,2,25,6,4,2,2,0,1,1,0,2,0,0,2,validation,0,0.0,0.0,0.0,0.0,0.0,4,0.5368421052631579,0.4991304929933652,2,0.38596491228070173,0.3713041344620292
2025-06-23,S001,Bulldozer,2,1,2.0,1.0,2.0,1.75,2.0,0.5000000000000001,0.0,0,2025,6,2,26,5,3,2,2,0,1,0,0,0,1,2,1,validation,0,0.0,0.0,0.0,0.0,0.0,2,0.5368421052631579,0.5368421052631579,2,0.4576271186440678,0.42179601546238477
2025-06-30,S001,Bulldozer,1,1,2.0,2.0,2.0,1.5,2.0,0.5773502691896258,-1.0,0,2025,6,2,27,5,3,2,1,2,0,0,0,0,1,2,1,validation,1,0.19,0.6244131455399061,1.2041024845122157,0.6244131455399061,1.2041024845122157,2,0.3741496598639456,0.3741496598639456,3,0.483695652173913,0.47500614099729793
2025-07-07,S001,Bulldozer,1,1,1.0,2.0,1.0,1.5,2.0,0.5773502691896258,0.0,0,2025,7,3,28,6,5,0,1,2,1,1,1,1,0,0,2,validation,4,0.15,0.6421052631578948,1.2382195157314777,0.6207876292741871,1.197111130831766,5,0.4918032786885246,0.4161551270783807,4,0.483695652173913,0.4201695044086349
2025-07-14,S001,Bulldozer,1,1,1.0,1.0,2.0,1.25,2.0,0.5000000000000001,-1.0,0,2025,7,3,29,4,4,0,1,0,1,1,1,0,1,1,1,validation,0,0.0,0.0,0.0,0.0,0.0,3,0.4918032786885246,0.44415877188800423,2,0.35664335664335667,0.35664335664335667
2025-07-21,S001,Bulldozer,1,1,1.0,1.0,2.0,1.0,1.0,0.0,-1.0,0,2025,7,3,30,4,4,0,1,0,1,1,1,1,0,1,1,validation,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.38596491228070173,0.37286050492083866
2025-07-28,S001,Bulldozer,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,2025,7,3,31,3,3,0,1,0,1,1,0,0,1,1,1,validation,0,0.0,0.0,0.0,0.0,0.0,1,0.43103448275862066,0.43103448275862066,3,0.4576271186440678,0.40111604282858176
2025-08-04,S001,Bulldozer,0,0,1.0,1.0,1.0,0.75,1.0,0.5,-1.0,1,2025,8,3,32,1,1,0,0,0,0,1,0,0,0,1,1,validation,0,0.0,0.0,0.0,0.0,0.0,1,0.43103448275862066,0.43103448275862066,2,0.4576271186440678,0.42179601546238477
2025-08-11,S001,Bulldozer,0,0,0.0,1.0,1.0,0.5,1.0,0.5773502691896257,-1.0,2,2025,8,3,33,1,1,0,0,0,0,1,0,0,0,0,1,validation,0,0.0,0.0,0.0,0.0,0.0,1,0.43103448275862066,0.43103448275862066,1,0.38596491228070173,0.38596491228070173
