week_start,site_id,equipment_type,weekly_demand
2024-01-22,S009,Excavator,2
2024-01-22,S009,Bulldozer,1
2024-01-22,S009,Grader,1
2024-01-22,S009,Crane,0
2024-01-22,S009,Loader,3
2024-01-22,S009,Roller,1
2024-01-22,S010,Excavator,1
2024-01-22,S010,Bulldozer,1
2024-01-22,S010,Grader,0
2024-01-22,S010,Crane,0
2024-01-22,S010,Loader,1
2024-01-22,S010,Roller,0
2024-01-29,S001,Excavator,2
2024-01-29,S001,Bulldozer,2
2024-01-29,S001,Grader,0
2024-01-29,S001,Crane,0
2024-01-29,S001,Loader,0
2024-01-29,S001,Roller,1
2024-01-29,S002,Excavator,1
2024-01-29,S002,Bulldozer,1
2024-01-29,S002,Grader,0
2024-01-29,S002,Crane,0
2024-01-29,S002,Loader,0
2024-01-29,S002,Roller,1
2024-01-29,S003,Excavator,2
2024-01-29,S003,Bulldozer,0
2024-01-29,S003,Grader,1
2024-01-29,S003,Crane,0
2024-01-29,S003,Loader,1
2024-01-29,S003,Roller,3
2024-01-29,S004,Excavator,1
2024-01-29,S004,Bulldozer,0
2024-01-29,S004,Grader,1
2024-01-29,S004,Crane,0
2024-01-29,S004,Loader,0
2024-01-29,S004,Roller,1
2024-01-29,S005,Excavator,0
2024-01-29,S005,Bulldozer,0
2024-01-29,S005,Grader,0
2024-01-29,S005,Crane,0
2024-01-29,S005,Loader,1
2024-01-29,S005,Roller,0
2024-01-29,S006,Excavator,0
2024-01-29,S006,Bulldozer,0
2024-01-29,S006,Grader,0
2024-01-29,S006,Crane,0
2024-01-29,S006,Loader,1
2024-01-29,S006,Roller,0
2024-01-29,S007,Excavator,0
2024-01-29,S007,Bulldozer,1
2024-01-29,S007,Grader,0
2024-01-29,S007,Crane,0
2024-01-29,S007,Loader,2
2024-01-29,S007,Roller,1
2024-01-29,S008,Excavator,0
2024-01-29,S008,Bulldozer,0
2024-01-29,S008,Grader,0
2024-01-29,S008,Crane,0
2024-01-29,S008,Loader,0
2024-01-29,S008,Roller,3
2024-01-29,S009,Excavator,2
2024-01-29,S009,Bulldozer,2
2024-01-29,S009,Grader,1
2024-01-29,S009,Crane,0
2024-01-29,S009,Loader,3
2024-01-29,S009,Roller,1
2024-01-29,S010,Excavator,0
2024-01-29,S010,Bulldozer,1
2024-01-29,S010,Grader,0
2024-01-29,S010,Crane,0
2024-01-29,S010,Loader,0
2024-01-29,S010,Roller,0
2024-02-05,S001,Excavator,1
2024-02-05,S001,Bulldozer,0
2024-02-05,S001,Grader,1
2024-02-05,S001,Crane,0
2024-02-05,S001,Loader,0
2024-02-05,S001,Roller,1
2024-02-05,S002,Excavator,1
2024-02-05,S002,Bulldozer,1
2024-02-05,S002,Grader,0
2024-02-05,S002,Crane,0
2024-02-05,S002,Loader,1
2024-02-05,S002,Roller,1
2024-02-05,S003,Excavator,2
2024-02-05,S003,Bulldozer,2
2024-02-05,S003,Grader,0
2024-02-05,S003,Crane,0
2024-02-05,S003,Loader,0
2024-02-05,S003,Roller,3
2024-02-05,S004,Excavator,1
2024-02-05,S004,Bulldozer,1
2024-02-05,S004,Grader,1
2024-02-05,S004,Crane,0
2024-02-05,S004,Loader,0
2024-02-05,S004,Roller,1
2024-02-05,S005,Excavator,0
2024-02-05,S005,Bulldozer,0
2024-02-05,S005,Grader,1
2024-02-05,S005,Crane,0
2024-02-05,S005,Loader,0
2024-02-05,S005,Roller,0
2024-02-05,S006,Excavator,0
2024-02-05,S006,Bulldozer,0
2024-02-05,S006,Grader,0
2024-02-05,S006,Crane,0
2024-02-05,S006,Loader,1
2024-02-05,S006,Roller,0
2024-02-05,S007,Excavator,0
2024-02-05,S007,Bulldozer,1
2024-02-05,S007,Grader,0
2024-02-05,S007,Crane,0
2024-02-05,S007,Loader,1
2024-02-05,S007,Roller,1
2024-02-05,S008,Excavator,0
2024-02-05,S008,Bulldozer,0
2024-02-05,S008,Grader,1
2024-02-05,S008,Crane,0
2024-02-05,S008,Loader,0
2024-02-05,S008,Roller,3
2024-02-05,S009,Excavator,2
2024-02-05,S009,Bulldozer,2
2024-02-05,S009,Grader,1
2024-02-05,S009,Crane,0
2024-02-05,S009,Loader,1
2024-02-05,S009,Roller,1
2024-02-05,S010,Excavator,1
2024-02-05,S010,Bulldozer,0
2024-02-05,S010,Grader,0
2024-02-05,S010,Crane,0
2024-02-05,S010,Loader,1
2024-02-05,S010,Roller,0
2024-02-12,S001,Excavator,2
2024-02-12,S001,Bulldozer,0
2024-02-12,S001,Grader,1
2024-02-12,S001,Crane,0
2024-02-12,S001,Loader,1
2024-02-12,S001,Roller,1
2024-02-12,S002,Excavator,1
2024-02-12,S002,Bulldozer,2
2024-02-12,S002,Grader,0
2024-02-12,S002,Crane,1
2024-02-12,S002,Loader,2
2024-02-12,S002,Roller,0
2024-02-12,S003,Excavator,1
2024-02-12,S003,Bulldozer,2
2024-02-12,S003,Grader,1
2024-02-12,S003,Crane,0
2024-02-12,S003,Loader,1
2024-02-12,S003,Roller,0
2024-02-12,S004,Excavator,1
2024-02-12,S004,Bulldozer,1
2024-02-12,S004,Grader,1
2024-02-12,S004,Crane,0
2024-02-12,S004,Loader,0
2024-02-12,S004,Roller,1
2024-02-12,S005,Excavator,0
2024-02-12,S005,Bulldozer,2
2024-02-12,S005,Grader,1
2024-02-12,S005,Crane,0
2024-02-12,S005,Loader,0
2024-02-12,S005,Roller,0
2024-02-12,S006,Excavator,1
2024-02-12,S006,Bulldozer,0
2024-02-12,S006,Grader,0
2024-02-12,S006,Crane,0
2024-02-12,S006,Loader,0
2024-02-12,S006,Roller,0
2024-02-12,S007,Excavator,0
2024-02-12,S007,Bulldozer,1
2024-02-12,S007,Grader,0
2024-02-12,S007,Crane,0
2024-02-12,S007,Loader,1
2024-02-12,S007,Roller,1
2024-02-12,S008,Excavator,0
2024-02-12,S008,Bulldozer,3
2024-02-12,S008,Grader,1
2024-02-12,S008,Crane,0
2024-02-12,S008,Loader,0
2024-02-12,S008,Roller,1
2024-02-12,S009,Excavator,2
2024-02-12,S009,Bulldozer,1
2024-02-12,S009,Grader,1
2024-02-12,S009,Crane,0
2024-02-12,S009,Loader,0
2024-02-12,S009,Roller,1
2024-02-12,S010,Excavator,1
2024-02-12,S010,Bulldozer,1
2024-02-12,S010,Grader,0
2024-02-12,S010,Crane,1
2024-02-12,S010,Loader,1
2024-02-12,S010,Roller,1
2024-02-19,S001,Excavator,2
2024-02-19,S001,Bulldozer,0
2024-02-19,S001,Grader,0
2024-02-19,S001,Crane,0
2024-02-19,S001,Loader,1
2024-02-19,S001,Roller,1
2024-02-19,S002,Excavator,0
2024-02-19,S002,Bulldozer,2
2024-02-19,S002,Grader,0
2024-02-19,S002,Crane,2
2024-02-19,S002,Loader,2
2024-02-19,S002,Roller,1
2024-02-19,S003,Excavator,0
2024-02-19,S003,Bulldozer,1
2024-02-19,S003,Grader,1
2024-02-19,S003,Crane,0
2024-02-19,S003,Loader,1
2024-02-19,S003,Roller,0
2024-02-19,S004,Excavator,1
2024-02-19,S004,Bulldozer,2
2024-02-19,S004,Grader,1
2024-02-19,S004,Crane,0
2024-02-19,S004,Loader,1
2024-02-19,S004,Roller,2
2024-02-19,S005,Excavator,1
2024-02-19,S005,Bulldozer,2
2024-02-19,S005,Grader,1
2024-02-19,S005,Crane,0
2024-02-19,S005,Loader,0
2024-02-19,S005,Roller,1
2024-02-19,S006,Excavator,2
2024-02-19,S006,Bulldozer,3
2024-02-19,S006,Grader,0
2024-02-19,S006,Crane,0
2024-02-19,S006,Loader,0
2024-02-19,S006,Roller,0
2024-02-19,S007,Excavator,0
2024-02-19,S007,Bulldozer,0
2024-02-19,S007,Grader,0
2024-02-19,S007,Crane,0
2024-02-19,S007,Loader,1
2024-02-19,S007,Roller,0
2024-02-19,S008,Excavator,0
2024-02-19,S008,Bulldozer,3
2024-02-19,S008,Grader,1
2024-02-19,S008,Crane,0
2024-02-19,S008,Loader,1
2024-02-19,S008,Roller,2
2024-02-19,S009,Excavator,1
2024-02-19,S009,Bulldozer,2
2024-02-19,S009,Grader,1
2024-02-19,S009,Crane,1
2024-02-19,S009,Loader,1
2024-02-19,S009,Roller,1
2024-02-19,S010,Excavator,1
2024-02-19,S010,Bulldozer,1
2024-02-19,S010,Grader,2
2024-02-19,S010,Crane,1
2024-02-19,S010,Loader,1
2024-02-19,S010,Roller,1
2024-02-26,S001,Excavator,2
2024-02-26,S001,Bulldozer,0
2024-02-26,S001,Grader,0
2024-02-26,S001,Crane,0
2024-02-26,S001,Loader,1
2024-02-26,S001,Roller,1
2024-02-26,S002,Excavator,0
2024-02-26,S002,Bulldozer,1
2024-02-26,S002,Grader,0
2024-02-26,S002,Crane,2
2024-02-26,S002,Loader,2
2024-02-26,S002,Roller,1
2024-02-26,S003,Excavator,0
2024-02-26,S003,Bulldozer,1
2024-02-26,S003,Grader,0
2024-02-26,S003,Crane,0
2024-02-26,S003,Loader,0
2024-02-26,S003,Roller,0
2024-02-26,S004,Excavator,1
2024-02-26,S004,Bulldozer,2
2024-02-26,S004,Grader,2
2024-02-26,S004,Crane,0
2024-02-26,S004,Loader,1
2024-02-26,S004,Roller,2
2024-02-26,S005,Excavator,1
2024-02-26,S005,Bulldozer,2
2024-02-26,S005,Grader,1
2024-02-26,S005,Crane,1
2024-02-26,S005,Loader,0
2024-02-26,S005,Roller,1
2024-02-26,S006,Excavator,3
2024-02-26,S006,Bulldozer,3
2024-02-26,S006,Grader,1
2024-02-26,S006,Crane,0
2024-02-26,S006,Loader,0
2024-02-26,S006,Roller,0
2024-02-26,S007,Excavator,0
2024-02-26,S007,Bulldozer,0
2024-02-26,S007,Grader,0
2024-02-26,S007,Crane,0
2024-02-26,S007,Loader,1
2024-02-26,S007,Roller,1
2024-02-26,S008,Excavator,0
2024-02-26,S008,Bulldozer,2
2024-02-26,S008,Grader,1
2024-02-26,S008,Crane,0
2024-02-26,S008,Loader,1
2024-02-26,S008,Roller,2
2024-02-26,S009,Excavator,0
2024-02-26,S009,Bulldozer,2
2024-02-26,S009,Grader,0
2024-02-26,S009,Crane,3
2024-02-26,S009,Loader,1
2024-02-26,S009,Roller,1
2024-02-26,S010,Excavator,1
2024-02-26,S010,Bulldozer,1
2024-02-26,S010,Grader,2
2024-02-26,S010,Crane,0
2024-02-26,S010,Loader,1
2024-02-26,S010,Roller,0
2024-03-04,S001,Excavator,2
2024-03-04,S001,Bulldozer,1
2024-03-04,S001,Grader,0
2024-03-04,S001,Crane,1
2024-03-04,S001,Loader,1
2024-03-04,S001,Roller,1
2024-03-04,S002,Excavator,1
2024-03-04,S002,Bulldozer,1
2024-03-04,S002,Grader,1
2024-03-04,S002,Crane,1
2024-03-04,S002,Loader,2
2024-03-04,S002,Roller,1
2024-03-04,S003,Excavator,1
2024-03-04,S003,Bulldozer,1
2024-03-04,S003,Grader,0
2024-03-04,S003,Crane,0
2024-03-04,S003,Loader,0
2024-03-04,S003,Roller,0
2024-03-04,S004,Excavator,1
2024-03-04,S004,Bulldozer,2
2024-03-04,S004,Grader,2
2024-03-04,S004,Crane,0
2024-03-04,S004,Loader,0
2024-03-04,S004,Roller,1
2024-03-04,S005,Excavator,1
2024-03-04,S005,Bulldozer,1
2024-03-04,S005,Grader,1
2024-03-04,S005,Crane,1
2024-03-04,S005,Loader,1
2024-03-04,S005,Roller,1
2024-03-04,S006,Excavator,3
2024-03-04,S006,Bulldozer,1
2024-03-04,S006,Grader,1
2024-03-04,S006,Crane,0
2024-03-04,S006,Loader,0
2024-03-04,S006,Roller,2
2024-03-04,S007,Excavator,0
2024-03-04,S007,Bulldozer,0
2024-03-04,S007,Grader,0
2024-03-04,S007,Crane,0
2024-03-04,S007,Loader,1
2024-03-04,S007,Roller,1
2024-03-04,S008,Excavator,0
2024-03-04,S008,Bulldozer,1
2024-03-04,S008,Grader,1
2024-03-04,S008,Crane,1
2024-03-04,S008,Loader,0
2024-03-04,S008,Roller,1
2024-03-04,S009,Excavator,0
2024-03-04,S009,Bulldozer,2
2024-03-04,S009,Grader,1
2024-03-04,S009,Crane,3
2024-03-04,S009,Loader,0
2024-03-04,S009,Roller,1
2024-03-04,S010,Excavator,1
2024-03-04,S010,Bulldozer,1
2024-03-04,S010,Grader,2
2024-03-04,S010,Crane,0
2024-03-04,S010,Loader,0
2024-03-04,S010,Roller,0
2024-03-11,S001,Excavator,2
2024-03-11,S001,Bulldozer,1
2024-03-11,S001,Grader,0
2024-03-11,S001,Crane,1
2024-03-11,S001,Loader,1
2024-03-11,S001,Roller,0
2024-03-11,S002,Excavator,1
2024-03-11,S002,Bulldozer,1
2024-03-11,S002,Grader,1
2024-03-11,S002,Crane,1
2024-03-11,S002,Loader,1
2024-03-11,S002,Roller,0
2024-03-11,S003,Excavator,1
2024-03-11,S003,Bulldozer,1
2024-03-11,S003,Grader,1
2024-03-11,S003,Crane,0
2024-03-11,S003,Loader,0
2024-03-11,S003,Roller,0
2024-03-11,S004,Excavator,0
2024-03-11,S004,Bulldozer,2
2024-03-11,S004,Grader,1
2024-03-11,S004,Crane,0
2024-03-11,S004,Loader,0
2024-03-11,S004,Roller,1
2024-03-11,S005,Excavator,1
2024-03-11,S005,Bulldozer,1
2024-03-11,S005,Grader,1
2024-03-11,S005,Crane,0
2024-03-11,S005,Loader,1
2024-03-11,S005,Roller,0
2024-03-11,S006,Excavator,3
2024-03-11,S006,Bulldozer,1
2024-03-11,S006,Grader,0
2024-03-11,S006,Crane,0
2024-03-11,S006,Loader,0
2024-03-11,S006,Roller,2
2024-03-11,S007,Excavator,0
2024-03-11,S007,Bulldozer,0
2024-03-11,S007,Grader,0
2024-03-11,S007,Crane,0
2024-03-11,S007,Loader,1
2024-03-11,S007,Roller,0
2024-03-11,S008,Excavator,0
2024-03-11,S008,Bulldozer,1
2024-03-11,S008,Grader,3
2024-03-11,S008,Crane,1
2024-03-11,S008,Loader,0
2024-03-11,S008,Roller,1
2024-03-11,S009,Excavator,0
2024-03-11,S009,Bulldozer,0
2024-03-11,S009,Grader,1
2024-03-11,S009,Crane,0
2024-03-11,S009,Loader,2
2024-03-11,S009,Roller,1
2024-03-11,S010,Excavator,0
2024-03-11,S010,Bulldozer,1
2024-03-11,S010,Grader,2
2024-03-11,S010,Crane,0
2024-03-11,S010,Loader,1
2024-03-11,S010,Roller,1
2024-03-18,S001,Excavator,0
2024-03-18,S001,Bulldozer,1
2024-03-18,S001,Grader,1
2024-03-18,S001,Crane,1
2024-03-18,S001,Loader,1
2024-03-18,S001,Roller,0
2024-03-18,S002,Excavator,1
2024-03-18,S002,Bulldozer,1
2024-03-18,S002,Grader,1
2024-03-18,S002,Crane,1
2024-03-18,S002,Loader,1
2024-03-18,S002,Roller,1
2024-03-18,S003,Excavator,1
2024-03-18,S003,Bulldozer,1
2024-03-18,S003,Grader,1
2024-03-18,S003,Crane,0
2024-03-18,S003,Loader,1
2024-03-18,S003,Roller,1
2024-03-18,S004,Excavator,2
2024-03-18,S004,Bulldozer,1
2024-03-18,S004,Grader,1
2024-03-18,S004,Crane,0
2024-03-18,S004,Loader,0
2024-03-18,S004,Roller,1
2024-03-18,S005,Excavator,1
2024-03-18,S005,Bulldozer,1
2024-03-18,S005,Grader,0
2024-03-18,S005,Crane,1
2024-03-18,S005,Loader,0
2024-03-18,S005,Roller,0
2024-03-18,S006,Excavator,2
2024-03-18,S006,Bulldozer,0
2024-03-18,S006,Grader,1
2024-03-18,S006,Crane,0
2024-03-18,S006,Loader,0
2024-03-18,S006,Roller,0
2024-03-18,S007,Excavator,1
2024-03-18,S007,Bulldozer,0
2024-03-18,S007,Grader,0
2024-03-18,S007,Crane,1
2024-03-18,S007,Loader,1
2024-03-18,S007,Roller,0
2024-03-18,S008,Excavator,0
2024-03-18,S008,Bulldozer,0
2024-03-18,S008,Grader,3
2024-03-18,S008,Crane,0
2024-03-18,S008,Loader,0
2024-03-18,S008,Roller,1
2024-03-18,S009,Excavator,0
2024-03-18,S009,Bulldozer,0
2024-03-18,S009,Grader,1
2024-03-18,S009,Crane,0
2024-03-18,S009,Loader,2
2024-03-18,S009,Roller,1
2024-03-18,S010,Excavator,0
2024-03-18,S010,Bulldozer,0
2024-03-18,S010,Grader,0
2024-03-18,S010,Crane,0
2024-03-18,S010,Loader,1
2024-03-18,S010,Roller,1
2024-03-25,S001,Excavator,0
2024-03-25,S001,Bulldozer,0
2024-03-25,S001,Grader,1
2024-03-25,S001,Crane,0
2024-03-25,S001,Loader,1
2024-03-25,S001,Roller,0
2024-03-25,S002,Excavator,1
2024-03-25,S002,Bulldozer,1
2024-03-25,S002,Grader,0
2024-03-25,S002,Crane,1
2024-03-25,S002,Loader,1
2024-03-25,S002,Roller,1
2024-03-25,S003,Excavator,1
2024-03-25,S003,Bulldozer,1
2024-03-25,S003,Grader,0
2024-03-25,S003,Crane,0
2024-03-25,S003,Loader,1
2024-03-25,S003,Roller,1
2024-03-25,S004,Excavator,2
2024-03-25,S004,Bulldozer,1
2024-03-25,S004,Grader,1
2024-03-25,S004,Crane,0
2024-03-25,S004,Loader,0
2024-03-25,S004,Roller,1
2024-03-25,S005,Excavator,1
2024-03-25,S005,Bulldozer,2
2024-03-25,S005,Grader,1
2024-03-25,S005,Crane,1
2024-03-25,S005,Loader,0
2024-03-25,S005,Roller,0
2024-03-25,S006,Excavator,2
2024-03-25,S006,Bulldozer,0
2024-03-25,S006,Grader,1
2024-03-25,S006,Crane,0
2024-03-25,S006,Loader,1
2024-03-25,S006,Roller,0
2024-03-25,S007,Excavator,2
2024-03-25,S007,Bulldozer,1
2024-03-25,S007,Grader,0
2024-03-25,S007,Crane,1
2024-03-25,S007,Loader,3
2024-03-25,S007,Roller,0
2024-03-25,S008,Excavator,0
2024-03-25,S008,Bulldozer,0
2024-03-25,S008,Grader,3
2024-03-25,S008,Crane,0
2024-03-25,S008,Loader,0
2024-03-25,S008,Roller,1
2024-03-25,S009,Excavator,0
2024-03-25,S009,Bulldozer,0
2024-03-25,S009,Grader,0
2024-03-25,S009,Crane,0
2024-03-25,S009,Loader,2
2024-03-25,S009,Roller,1
2024-03-25,S010,Excavator,0
2024-03-25,S010,Bulldozer,0
2024-03-25,S010,Grader,0
2024-03-25,S010,Crane,0
2024-03-25,S010,Loader,0
2024-03-25,S010,Roller,0
2024-04-01,S001,Excavator,1
2024-04-01,S001,Bulldozer,0
2024-04-01,S001,Grader,0
2024-04-01,S001,Crane,0
2024-04-01,S001,Loader,0
2024-04-01,S001,Roller,0
2024-04-01,S002,Excavator,1
2024-04-01,S002,Bulldozer,1
2024-04-01,S002,Grader,0
2024-04-01,S002,Crane,2
2024-04-01,S002,Loader,1
2024-04-01,S002,Roller,0
2024-04-01,S003,Excavator,2
2024-04-01,S003,Bulldozer,1
2024-04-01,S003,Grader,1
2024-04-01,S003,Crane,0
2024-04-01,S003,Loader,0
2024-04-01,S003,Roller,0
2024-04-01,S004,Excavator,1
2024-04-01,S004,Bulldozer,1
2024-04-01,S004,Grader,1
2024-04-01,S004,Crane,0
2024-04-01,S004,Loader,0
2024-04-01,S004,Roller,1
2024-04-01,S005,Excavator,1
2024-04-01,S005,Bulldozer,2
2024-04-01,S005,Grader,1
2024-04-01,S005,Crane,0
2024-04-01,S005,Loader,0
2024-04-01,S005,Roller,1
2024-04-01,S006,Excavator,2
2024-04-01,S006,Bulldozer,1
2024-04-01,S006,Grader,0
2024-04-01,S006,Crane,3
2024-04-01,S006,Loader,2
2024-04-01,S006,Roller,0
2024-04-01,S007,Excavator,2
2024-04-01,S007,Bulldozer,1
2024-04-01,S007,Grader,0
2024-04-01,S007,Crane,0
2024-04-01,S007,Loader,3
2024-04-01,S007,Roller,0
2024-04-01,S008,Excavator,0
2024-04-01,S008,Bulldozer,0
2024-04-01,S008,Grader,1
2024-04-01,S008,Crane,0
2024-04-01,S008,Loader,0
2024-04-01,S008,Roller,0
2024-04-01,S009,Excavator,0
2024-04-01,S009,Bulldozer,0
2024-04-01,S009,Grader,0
2024-04-01,S009,Crane,0
2024-04-01,S009,Loader,1
2024-04-01,S009,Roller,0
2024-04-01,S010,Excavator,0
2024-04-01,S010,Bulldozer,0
2024-04-01,S010,Grader,0
